# seconds_into_experiment	num_bbs_total	new_bbs_since_last
732	0	
733	0	
734	0	
735	0	
736	0	
737	0	
738	0	
739	0	
740	0	
741	0	
742	0	
743	0	
744	0	
745	0	
746	0	
747	0	
748	0	
749	0	
750	0	
751	0	
752	0	
753	0	
754	0	
755	0	
756	0	
757	0	
758	0	
759	0	
760	0	
761	0	
762	0	
763	0	
765	0	
766	0	
767	0	
769	0	
770	0	
771	0	
773	0	
775	0	
776	0	
777	0	
778	0	
780	0	
781	0	
782	0	
783	0	
784	0	
785	0	
786	0	
787	0	
788	0	
789	0	
790	0	
791	0	
792	0	
793	0	
794	0	
795	0	
796	0	
797	0	
798	0	
799	0	
800	0	
801	0	
802	0	
803	0	
804	0	
805	0	
806	0	
807	0	
808	0	
809	0	
810	0	
811	0	
812	0	
814	0	
815	0	
816	0	
817	0	
819	0	
820	0	
821	0	
822	0	
823	0	
824	0	
825	0	
826	0	
827	0	
829	0	
831	0	
832	0	
833	0	
834	0	
835	0	
837	0	
839	0	
840	0	
841	0	
842	0	
843	0	
844	0	
846	0	
847	0	
848	0	
849	0	
850	0	
851	0	
852	0	
853	0	
854	0	
855	0	
856	0	
857	0	
858	0	
859	0	
861	0	
862	0	
863	0	
864	0	
866	0	
867	0	
868	0	
871	0	
872	0	
873	0	
874	0	
876	0	
877	0	
878	0	
879	0	
880	0	
881	0	
882	0	
883	0	
884	0	
885	0	
886	0	
887	0	
888	0	
889	0	
890	0	
891	0	
892	0	
893	0	
894	0	
895	0	
896	0	
897	0	
898	0	
899	0	
900	0	
903	0	
904	0	
906	0	
907	0	
908	0	
909	0	
911	0	
912	0	
913	0	
915	0	
918	0	
919	0	
921	0	
922	0	
923	0	
924	0	
925	0	
927	0	
928	0	
934	0	
935	0	
937	0	
938	0	
939	0	
940	0	
941	0	
943	0	
944	0	
945	0	
948	0	
949	0	
950	0	
952	0	
953	0	
954	0	
955	0	
958	0	
959	0	
960	0	
961	0	
962	0	
963	0	
964	0	
965	0	
966	0	
967	0	
968	0	
969	0	
970	0	
971	0	
972	0	
973	0	
974	0	
975	0	
976	0	
977	0	
979	0	
980	0	
981	0	
982	0	
983	0	
984	0	
985	0	
987	0	
988	0	
989	0	
990	0	
991	0	
992	0	
993	0	
994	0	
995	0	
996	0	
997	0	
998	0	
999	0	
1000	0	
1001	0	
1002	0	
1003	0	
1004	0	
1005	0	
1008	0	
1009	0	
1010	0	
1011	0	
1014	0	
1026	0	
1030	0	
1031	0	
1032	0	
1034	0	
1035	0	
1130	0	
1131	0	
1132	0	
1133	0	
1134	0	
1135	0	
1136	0	
1137	0	
1138	0	
1139	0	
1140	0	
1141	0	
1142	0	
1143	0	
1144	0	
1145	0	
1146	0	
1147	0	
1148	0	
1149	0	
1150	0	
1151	0	
1152	0	
1153	0	
1154	0	
1155	0	
1156	0	
1157	0	
1158	0	
1159	0	
1160	0	
1161	0	
1162	0	
1163	0	
1164	0	
1165	0	
1166	0	
1167	0	
1168	0	
1169	0	
1170	0	
1171	0	
1172	0	
1173	0	
1174	0	
1175	0	
1176	0	
1177	0	
1178	0	
1179	0	
1180	0	
1181	0	
1182	0	
1183	0	
1184	0	
1185	0	
1186	0	
1187	0	
1188	0	
1189	0	
1190	0	
1191	0	
1192	0	
1193	0	
1194	0	
1195	0	
1196	0	
1197	0	
1198	0	
1199	0	
1200	0	
1201	0	
1202	0	
1203	0	
1204	0	
1205	0	
1206	0	
1207	0	
1208	0	
1209	0	
1210	0	
1211	0	
1212	0	
1213	0	
1214	0	
1215	0	
1216	0	
1217	0	
1218	0	
1219	0	
1220	0	
1221	0	
1222	0	
1223	0	
1224	0	
1225	0	
1226	0	
1227	0	
1228	0	
1229	0	
1230	0	
1231	0	
1232	0	
1233	0	
1234	0	
1235	0	
1236	0	
1237	0	
1238	0	
1239	0	
1240	0	
1241	0	
1242	0	
1243	0	
1244	0	
1245	0	
1246	0	
1247	0	
1248	0	
1249	0	
1250	0	
1251	0	
1252	0	
1253	0	
1254	0	
1255	0	
1256	0	
1257	0	
1258	0	
1259	0	
1260	0	
1261	0	
1262	0	
1263	0	
1264	0	
1265	0	
1266	0	
1267	0	
1268	0	
1269	0	
1270	0	
1271	0	
1272	0	
1273	0	
1274	0	
1275	0	
1276	0	
1277	0	
1278	0	
1279	0	
1280	0	
1281	0	
1282	0	
1283	0	
1284	0	
1285	0	
1286	0	
1287	0	
1288	0	
1289	0	
1290	0	
1291	0	
1292	0	
1293	0	
1294	0	
1295	0	
1296	0	
1297	0	
1298	0	
1299	0	
1300	0	
1301	0	
1302	0	
1303	0	
1304	0	
1305	0	
1306	0	
1307	0	
1308	0	
1309	0	
1310	0	
1311	0	
1312	0	
1313	0	
1314	0	
1315	0	
1316	0	
1317	0	
1318	0	
1319	0	
1320	0	
1321	0	
1322	0	
1323	0	
1324	0	
1325	0	
1326	0	
1327	0	
1328	0	
1329	0	
1330	0	
1331	0	
1332	0	
1333	0	
1334	0	
1335	0	
1336	0	
1337	0	
1338	0	
1339	0	
1340	0	
1341	0	
1342	0	
1343	0	
1344	0	
1345	0	
1346	0	
1347	0	
1348	0	
1349	0	
1350	0	
1351	0	
1352	0	
1353	0	
1354	0	
1355	0	
1356	0	
1357	0	
1358	0	
1359	0	
1360	0	
1361	0	
1362	0	
1363	0	
1364	0	
1365	0	
1366	0	
1367	0	
1368	0	
1369	0	
1370	0	
1371	0	
1372	0	
1373	0	
1374	0	
1375	0	
1376	0	
1377	0	
1378	0	
1379	0	
1380	0	
1381	0	
1382	0	
1383	0	
1384	0	
1385	0	
1386	0	
1387	0	
1388	0	
1389	0	
1390	0	
1391	0	
1392	0	
1393	0	
1394	0	
1395	0	
1396	0	
1397	0	
1398	0	
1399	0	
1400	0	
1401	0	
1402	0	
1403	0	
1404	0	
1405	0	
1406	0	
1407	0	
1408	0	
1409	0	
1410	0	
1411	0	
1412	0	
1413	0	
1414	0	
1415	0	
1416	0	
1417	0	
1418	0	
1419	0	
1420	0	
1421	0	
1422	0	
1423	0	
1424	0	
1425	0	
1426	0	
1427	0	
1428	0	
1429	0	
1430	0	
1431	0	
1432	0	
1433	0	
1434	0	
1435	0	
1436	0	
1437	0	
1438	0	
1439	0	
1440	0	
1441	0	
1443	0	
1444	0	
1445	0	
1446	0	
1447	0	
1448	0	
1450	0	
1451	0	
1452	0	
1453	0	
1454	0	
1455	0	
1456	0	
1457	0	
1459	0	
1461	0	
1462	0	
1463	0	
1464	0	
1465	0	
1466	0	
1467	0	
1468	0	
1469	0	
1470	0	
1471	0	
1472	0	
1473	0	
1476	0	
1477	0	
1478	0	
1479	0	
1480	0	
1482	0	
1486	0	
1487	0	
1488	0	
1490	0	
1491	0	
1492	0	
1493	0	
1495	0	
1497	0	
1499	0	
1500	0	
1501	0	
1502	0	
1507	0	
1508	0	
1510	0	
1511	0	
1512	0	
1513	0	
1514	0	
1517	0	
1518	0	
1521	0	
1522	0	
1523	0	
1524	0	
1525	0	
1527	0	
1528	0	
1531	0	
1532	0	
1533	0	
1534	0	
1535	0	
1536	0	
1538	0	
1539	0	
1542	0	
1543	0	
1545	0	
1546	0	
1547	0	
1548	0	
1549	0	
1550	0	
1551	0	
1552	0	
1553	0	
1555	0	
1558	0	
1560	0	
1562	0	
1563	0	
1564	0	
1567	0	
1568	0	
1569	0	
1570	0	
1572	0	
1573	0	
1574	0	
1577	0	
1578	0	
1579	0	
1581	0	
1582	0	
1584	0	
1585	0	
1586	0	
1598	0	
1599	0	
1603	0	
1604	0	
1606	0	
1607	0	
1608	0	
1609	0	
1610	0	
1613	0	
1618	0	
1619	0	
1620	0	
1621	0	
1622	0	
1623	0	
1624	0	
1626	0	
1627	0	
1630	0	
1635	0	
1636	0	
1637	0	
1639	0	
1640	0	
1641	0	
1642	0	
1644	0	
1646	0	
1648	0	
1649	0	
1650	0	
1652	0	
1654	0	
1655	0	
1659	0	
1660	0	
1661	0	
1662	0	
1663	0	
1664	0	
1689	0	
1690	0	
1691	0	
1693	0	
1696	0	
1698	0	
1700	0	
1701	0	
1705	0	
1706	0	
1721	0	
1724	0	
1725	0	
1729	0	
1730	0	
1732	0	
1737	0	
1738	0	
1765	0	
1776	0	
1777	0	
1782	0	
1785	0	
1786	0	
1787	0	
1788	0	
1791	0	
1793	0	
1796	0	
1801	0	
1802	0	
1803	0	
1806	0	
1808	0	
1811	0	
1812	0	
1813	0	
1816	0	
1823	0	
1826	0	
1827	0	
1831	0	
1832	0	
1834	0	
1836	0	
1837	0	
1838	0	
1842	0	
1843	0	
1849	0	
1851	0	
1852	0	
1853	0	
1857	0	
1858	0	
1859	0	
1861	0	
1862	0	
1863	0	
1867	0	
1889	0	
1899	0	
1917	0	
1918	0	
1920	0	
1922	0	
1923	0	
1924	0	
1925	0	
1926	0	
1927	0	
1928	0	
1930	0	
1936	0	
1937	0	
1938	0	
1940	0	
1941	0	
1943	0	
1944	0	
1945	0	
1948	0	
1953	0	
1965	0	
1966	0	
1967	0	
1968	0	
1969	0	
1970	0	
1980	0	
1981	0	
1983	0	
1984	0	
1993	0	
1996	0	
1997	0	
1998	0	
2004	0	
2005	0	
2020	0	
2022	0	
2024	0	
2025	0	
2029	0	
2030	0	
2032	0	
2033	0	
2036	0	
2037	0	
2040	0	
2041	0	
2042	0	
2047	0	
2049	0	
2073	0	
2084	0	
2086	0	
2087	0	
2090	0	
2091	0	
2093	0	
2094	0	
2097	0	
2098	0	
2099	0	
2100	0	
2101	0	
2105	0	
2106	0	
2108	0	
2109	0	
2110	0	
2111	0	
2112	0	
2113	0	
2115	0	
2116	0	
2117	0	
2121	0	
2122	0	
2123	0	
2124	0	
2125	0	
2126	0	
2130	0	
2131	0	
2132	0	
2133	0	
2134	0	
2136	0	
2137	0	
2141	0	
2142	0	
2144	0	
2149	0	
2150	0	
2151	0	
2152	0	
2154	0	
2157	0	
2159	0	
2161	0	
2163	0	
2164	0	
2165	0	
2167	0	
2168	0	
2169	0	
2171	0	
2172	0	
2173	0	
2174	0	
2175	0	
2176	0	
2177	0	
2178	0	
2181	0	
2182	0	
2184	0	
2187	0	
2188	0	
2191	0	
2192	0	
2193	0	
2195	0	
2197	0	
2202	0	
2228	0	
2248	0	
2249	0	
2252	0	
2253	0	
2254	0	
2255	0	
2258	0	
2261	0	
2262	0	
2264	0	
2265	0	
2266	0	
2270	0	
2274	0	
2276	0	
2277	0	
2278	0	
2279	0	
2280	0	
2282	0	
2283	0	
2286	0	
2288	0	
2289	0	
2292	0	
2293	0	
2294	0	
2295	0	
2296	0	
2297	0	
2298	0	
2299	0	
2300	0	
2301	0	
2302	0	
2303	0	
2304	0	
2305	0	
2306	0	
2307	0	
2308	0	
2309	0	
2310	0	
2311	0	
2312	0	
2313	0	
2314	0	
2315	0	
2316	0	
2317	0	
2318	0	
2319	0	
2320	0	
2321	0	
2322	0	
2323	0	
2324	0	
2325	0	
2327	0	
2329	0	
2331	0	
2337	0	
2338	0	
2341	0	
2343	0	
2344	0	
2347	0	
2349	0	
2350	0	
2353	0	
2354	0	
2355	0	
2356	0	
2357	0	
2359	0	
2360	0	
2361	0	
2362	0	
2365	0	
2368	0	
2369	0	
2370	0	
2375	0	
2383	0	
2409	0	
2434	0	
2460	0	
2476	0	
2477	0	
2479	0	
2481	0	
2485	0	
2486	0	
2488	0	
2489	0	
2490	0	
2491	0	
2492	0	
2497	0	
2512	0	
2516	0	
2517	0	
2519	0	
2522	0	
2524	0	
2526	0	
2528	0	
2529	0	
2530	0	
2531	0	
2536	0	
2537	0	
2538	0	
2539	0	
2541	0	
2542	0	
2543	0	
2545	0	
2547	0	
2548	0	
2549	0	
2551	0	
2552	0	
2553	0	
2560	0	
2562	0	
2563	0	
2564	0	
2565	0	
2567	0	
2568	0	
2571	0	
2572	0	
2573	0	
2578	0	
2579	0	
2580	0	
2582	0	
2583	0	
2584	0	
2586	0	
2587	0	
2589	0	
2591	0	
2592	0	
2593	0	
2594	0	
2595	0	
2597	0	
2598	0	
2600	0	
2602	0	
2603	0	
2604	0	
2606	0	
2607	0	
2609	0	
2611	0	
2612	0	
2614	0	
2615	0	
2616	0	
2618	0	
2619	0	
2620	0	
2622	0	
2623	0	
2627	0	
2628	0	
2630	0	
2631	0	
2632	0	
2633	0	
2635	0	
2636	0	
2638	0	
2639	0	
2640	0	
2641	0	
2643	0	
2645	0	
2647	0	
2649	0	
2650	0	
2651	0	
2653	0	
2654	0	
2657	0	
2659	0	
2660	0	
2661	0	
2664	0	
2665	0	
2666	0	
2667	0	
2669	0	
2672	0	
2673	0	
2674	0	
2677	0	
2678	0	
2679	0	
2680	0	
2682	0	
2683	0	
2685	0	
2686	0	
2687	0	
2688	0	
2690	0	
2691	0	
2692	0	
2694	0	
2695	0	
2696	0	
2697	0	
2698	0	
2700	0	
2701	0	
2702	0	
2706	0	
2710	0	
2711	0	
2712	0	
2714	0	
2716	0	
2720	0	
2725	0	
2727	0	
2735	0	
2741	0	
2746	0	
2749	0	
2756	0	
2761	0	
2763	0	
2767	0	
2769	0	
2770	0	
2771	0	
2772	0	
2773	0	
2775	0	
2777	0	
2778	0	
2781	0	
2782	0	
2785	0	
2787	0	
2791	0	
2796	0	
2797	0	
2800	0	
2802	0	
2804	0	
2807	0	
2809	0	
2836	0	
2867	0	
2883	0	
2889	0	
2892	0	
2893	0	
2897	0	
2898	0	
2899	0	
2903	0	
2905	0	
2912	0	
2913	0	
2914	0	
2915	0	
2922	0	
2923	0	
2924	0	
2927	0	
2928	0	
2929	0	
2930	0	
2934	0	
2935	0	
2936	0	
2939	0	
2940	0	
2941	0	
2942	0	
2943	0	
2944	0	
2945	0	
2946	0	
2947	0	
2948	0	
2949	0	
2950	0	
2951	0	
2952	0	
2953	0	
2954	0	
2955	0	
2957	0	
2959	0	
2960	0	
2961	0	
2962	0	
2965	0	
2966	0	
2967	0	
2968	0	
2969	0	
2971	0	
2972	0	
2973	0	
2974	0	
2975	0	
2976	0	
2977	0	
2978	0	
2979	0	
2980	0	
2981	0	
2982	0	
2983	0	
2984	0	
2985	0	
2986	0	
2987	0	
2988	0	
2989	0	
2990	0	
2991	0	
2992	0	
2993	0	
2994	0	
2995	0	
2997	0	
2998	0	
2999	0	
3000	0	
3004	0	
3005	0	
3007	0	
3008	0	
3010	0	
3011	0	
3012	0	
3015	0	
3017	0	
3018	0	
3020	0	
3022	0	
3024	0	
3025	0	
3026	0	
3027	0	
3029	0	
3030	0	
3031	0	
3034	0	
3035	0	
3036	0	
3037	0	
3038	0	
3040	0	
3041	0	
3043	0	
3044	0	
3045	0	
3047	0	
3048	0	
3049	0	
3050	0	
3051	0	
3055	0	
3056	0	
3057	0	
3060	0	
3061	0	
3063	0	
3065	0	
3066	0	
3069	0	
3073	0	
3074	0	
3081	0	
3083	0	
3090	0	
3091	0	
3097	0	
3098	0	
3100	0	
3101	0	
3102	0	
3103	0	
3104	0	
3106	0	
3107	0	
3108	0	
3109	0	
3110	0	
3111	0	
3112	0	
3113	0	
3115	0	
3116	0	
3117	0	
3118	0	
3119	0	
3121	0	
3124	0	
3125	0	
3126	0	
3127	0	
3128	0	
3131	0	
3132	0	
3137	0	
3140	0	
3142	0	
3143	0	
3147	0	
3149	0	
3150	0	
3153	0	
3157	0	
3159	0	
3163	0	
3166	0	
3167	0	
3168	0	
3170	0	
3171	0	
3172	0	
3177	0	
3178	0	
3179	0	
3182	0	
3183	0	
3187	0	
3191	0	
3192	0	
3193	0	
3194	0	
3253	0	
3254	0	
3255	0	
3256	0	
3257	0	
3258	0	
3259	0	
3260	0	
3261	0	
3262	0	
3263	0	
3264	0	
3265	0	
3266	0	
3267	0	
3268	0	
3269	0	
3270	0	
3271	0	
3272	0	
3273	0	
3274	0	
3275	0	
3276	0	
3277	0	
3278	0	
3279	0	
3280	0	
3281	0	
3282	0	
3283	0	
3284	0	
3285	0	
3286	0	
3287	0	
3288	0	
3289	0	
3290	0	
3291	0	
3292	0	
3293	0	
3294	0	
3295	0	
3296	0	
3297	0	
3298	0	
3299	0	
3300	0	
3301	0	
3302	0	
3303	0	
3304	0	
3305	0	
3306	0	
3307	0	
3308	0	
3309	0	
3310	0	
3311	0	
3312	0	
3314	0	
3315	0	
3316	0	
3317	0	
3318	0	
3319	0	
3320	0	
3321	0	
3322	0	
3323	0	
3324	0	
3325	0	
3326	0	
3327	0	
3328	0	
3329	0	
3330	0	
3331	0	
3332	0	
3333	0	
3334	0	
3335	0	
3336	0	
3337	0	
3338	0	
3339	0	
3340	0	
3341	0	
3342	0	
3343	0	
3344	0	
3345	0	
3346	0	
3347	0	
3348	0	
3349	0	
3350	0	
3351	0	
3352	0	
3353	0	
3354	0	
3355	0	
3356	0	
3357	0	
3358	0	
3359	0	
3360	0	
3361	0	
3362	0	
3363	0	
3365	0	
3366	0	
3367	0	
3368	0	
3369	0	
3370	0	
3371	0	
3372	0	
3373	0	
3374	0	
3375	0	
3376	0	
3377	0	
3378	0	
3379	0	
3380	0	
3381	0	
3382	0	
3383	0	
3384	0	
3385	0	
3386	0	
3387	0	
3388	0	
3389	0	
3390	0	
3391	0	
3392	0	
3393	0	
3394	0	
3395	0	
3396	0	
3397	0	
3398	0	
3399	0	
3400	0	
3401	0	
3402	0	
3403	0	
3404	0	
3405	0	
3406	0	
3407	0	
3408	0	
3409	0	
3410	0	
3411	0	
3412	0	
3413	0	
3414	0	
3415	0	
3416	0	
3417	0	
3418	0	
3419	0	
3420	0	
3421	0	
3422	0	
3423	0	
3424	0	
3425	0	
3426	0	
3427	0	
3428	0	
3429	0	
3430	0	
3431	0	
3432	0	
3433	0	
3434	0	
3435	0	
3436	0	
3437	0	
3438	0	
3439	0	
3440	0	
3441	0	
3442	0	
3443	0	
3444	0	
3445	0	
3446	0	
3447	0	
3448	0	
3449	0	
3450	0	
3452	0	
3453	0	
3454	0	
3456	0	
3457	0	
3458	0	
3459	0	
3461	0	
3462	0	
3463	0	
3466	0	
3467	0	
3468	0	
3471	0	
3472	0	
3473	0	
3475	0	
3476	0	
3477	0	
3478	0	
3479	0	
3480	0	
3481	0	
3482	0	
3483	0	
3484	0	
3485	0	
3486	0	
3487	0	
3488	0	
3489	0	
3490	0	
3491	0	
3492	0	
3493	0	
3494	0	
3496	0	
3497	0	
3498	0	
3499	0	
3501	0	
3502	0	
3503	0	
3504	0	
3505	0	
3506	0	
3507	0	
3508	0	
3509	0	
3510	0	
3511	0	
3513	0	
3514	0	
3515	0	
3516	0	
3517	0	
3518	0	
3519	0	
3521	0	
3522	0	
3523	0	
3524	0	
3525	0	
3526	0	
3527	0	
3528	0	
3530	0	
3531	0	
3532	0	
3533	0	
3534	0	
3535	0	
3536	0	
3538	0	
3539	0	
3541	0	
3542	0	
3543	0	
3546	0	
3548	0	
3549	0	
3550	0	
3551	0	
3552	0	
3553	0	
3556	0	
3558	0	
3559	0	
3561	0	
3563	0	
3564	0	
3566	0	
3567	0	
3568	0	
3569	0	
3570	0	
3572	0	
3573	0	
3574	0	
3575	0	
3577	0	
3578	0	
3579	0	
3580	0	
3581	0	
3582	0	
3583	0	
3584	0	
3588	0	
3589	0	
3590	0	
3591	0	
3592	0	
3594	0	
3595	0	
3597	0	
3598	0	
3599	0	
3600	0	
3610	0	
3612	0	
3615	0	
3619	0	
3620	0	
3621	0	
3626	0	
3628	0	
3629	0	
3630	0	
3631	0	
3634	0	
3638	0	
3639	0	
3640	0	
3641	0	
3645	0	
3646	0	
3648	0	
3650	0	
3652	0	
3653	0	
3654	0	
3655	0	
3656	0	
3657	0	
3658	0	
3660	0	
3661	0	
3665	0	
3667	0	
3670	0	
3671	0	
3672	0	
3676	0	
3681	0	
3682	0	
3685	0	
3686	0	
3687	0	
3690	0	
3691	0	
3694	0	
3696	0	
3697	0	
3701	0	
3707	0	
3708	0	
3711	0	
3716	0	
3719	0	
3722	0	
3726	0	
3727	0	
3732	0	
3733	0	
3736	0	
3740	0	
3741	0	
3742	0	
3743	0	
3747	0	
3751	0	
3757	0	
3798	0	
3799	0	
3803	0	
3804	0	
3805	0	
3807	0	
3808	0	
3904	0	
3905	0	
3909	0	
3910	0	
3911	0	
3915	0	
3917	0	
3921	0	
3925	0	
3931	0	
3938	0	
3939	0	
3940	0	
3942	0	
3943	0	
3944	0	
3946	0	
3947	0	
3948	0	
3949	0	
3950	0	
3951	0	
3952	0	
3953	0	
3990	0	
4026	0	
4052	0	
4053	0	
4057	0	
4059	0	
4060	0	
4063	0	
4064	0	
4067	0	
4068	0	
4072	0	
4076	0	
4099	0	
4118	0	
4122	0	
4124	0	
4125	0	
4127	0	
4128	0	
4129	0	
4131	0	
4133	0	
4134	0	
4136	0	
4140	0	
4144	0	
4149	0	
4154	0	
4158	0	
4159	0	
4160	0	
4164	0	
4165	0	
4166	0	
4167	0	
4173	0	
4176	0	
4209	0	
4246	0	
4271	0	
4272	0	
4274	0	
4275	0	
4277	0	
4280	0	
4281	0	
4282	0	
4285	0	
4287	0	
4316	0	
4317	0	
4319	0	
4321	0	
4323	0	
4326	0	
4328	0	
4329	0	
4331	0	
4333	0	
4336	0	
4341	0	
4351	0	
4352	0	
4353	0	
4355	0	
4356	0	
4359	0	
4362	0	
4363	0	
4367	0	
4368	0	
4370	0	
4372	0	
4392	0	
4412	0	
4421	0	
4429	0	
4447	0	
4452	0	
4453	0	
4454	0	
4455	0	
4463	0	
4465	0	
4468	0	
4469	0	
4470	0	
4471	0	
4472	0	
4473	0	
4474	0	
4475	0	
4483	0	
4484	0	
4485	0	
4488	0	
4489	0	
4490	0	
4491	0	
4492	0	
4497	0	
4498	0	
4499	0	
4500	0	
4502	0	
4505	0	
4506	0	
4507	0	
4509	0	
4511	0	
4515	0	
4516	0	
4518	0	
4520	0	
4522	0	
4523	0	
4524	0	
4525	0	
4527	0	
4528	0	
4529	0	
4530	0	
4531	0	
4532	0	
4533	0	
4534	0	
4535	0	
4536	0	
4537	0	
4538	0	
4539	0	
4540	0	
4541	0	
4542	0	
4543	0	
4544	0	
4545	0	
4546	0	
4547	0	
4548	0	
4549	0	
4550	0	
4551	0	
4552	0	
4554	0	
4555	0	
4556	0	
4557	0	
4559	0	
4560	0	
4561	0	
4563	0	
4564	0	
4575	0	
4581	0	
4585	0	
4586	0	
4588	0	
4591	0	
4592	0	
4593	0	
4596	0	
4597	0	
4600	0	
4601	0	
4604	0	
4605	0	
4606	0	
4609	0	
4610	0	
4611	0	
4612	0	
4613	0	
4614	0	
4615	0	
4616	0	
4618	0	
4619	0	
4620	0	
4621	0	
4622	0	
4623	0	
4625	0	
4626	0	
4627	0	
4628	0	
4630	0	
4631	0	
4632	0	
4633	0	
4634	0	
4635	0	
4637	0	
4638	0	
4640	0	
4641	0	
4642	0	
4643	0	
4645	0	
4646	0	
4647	0	
4648	0	
4649	0	
4650	0	
4653	0	
4654	0	
4656	0	
4658	0	
4659	0	
4660	0	
4661	0	
4662	0	
4663	0	
4665	0	
4666	0	
4667	0	
4668	0	
4669	0	
4671	0	
4672	0	
4673	0	
4676	0	
4677	0	
4678	0	
4683	0	
4686	0	
4687	0	
4692	0	
4694	0	
4695	0	
4698	0	
4702	0	
4705	0	
4707	0	
4708	0	
4710	0	
4712	0	
4713	0	
4715	0	
4717	0	
4718	0	
4719	0	
4722	0	
4723	0	
4727	0	
4728	0	
4729	0	
4732	0	
4742	0	
4746	0	
4747	0	
4752	0	
4753	0	
4754	0	
4755	0	
4758	0	
4763	0	
4764	0	
4766	0	
4773	0	
4778	0	
4779	0	
4780	0	
4781	0	
4782	0	
4783	0	
4784	0	
4789	0	
